Date,Price,Type,Crop
2007-05-31,2131.8947368421054,Actual,Carrot
2007-06-30,2786.9791666666665,Actual,Carrot
2007-07-31,3007.0,Actual,Carrot
2007-08-31,3642.6073232323233,Actual,Carrot
2007-09-30,2415.1426418814044,Actual,Carrot
2007-10-31,2057.5738560570603,Actual,Carrot
2007-11-30,1192.6469023720783,Actual,Carrot
2007-12-31,1013.4183148505374,Actual,Carrot
2008-01-31,686.7139898625096,Actual,Carrot
2008-02-29,599.2348873108136,Actual,Carrot
2008-03-31,674.7171414733019,Actual,Carrot
2008-04-30,945.7500959936359,Actual,Carrot
2008-05-31,1516.7727272727273,Actual,Carrot
2008-06-30,2144.958333333333,Actual,Carrot
2008-07-31,2357.003472222222,Actual,Carrot
2008-08-31,2829.4192641001046,Actual,Carrot
2008-09-30,2615.0062784926154,Actual,Carrot
2008-10-31,2241.9203910159554,Actual,Carrot
2008-11-30,1924.2488917845728,Actual,Carrot
2008-12-31,1047.7114818391588,Actual,Carrot
2009-01-31,666.4660346704144,Actual,Carrot
2009-02-28,596.5522710466414,Actual,Carrot
2009-03-31,688.8087813582375,Actual,Carrot
2009-04-30,1477.296513679622,Actual,Carrot
2009-05-31,2920.3079710144925,Actual,Carrot
2009-06-30,4163.541666666667,Actual,Carrot
2009-07-31,4877.0,Actual,Carrot
2009-08-31,3822.089196798185,Actual,Carrot
2009-09-30,2852.122739313223,Actual,Carrot
2009-10-31,2196.2014982005167,Actual,Carrot
2009-11-30,1718.0831250264712,Actual,Carrot
2009-12-31,1207.1650425939786,Actual,Carrot
2010-01-31,929.8849548269711,Actual,Carrot
2010-02-28,845.172851656344,Actual,Carrot
2010-03-31,884.7830298834796,Actual,Carrot
2010-04-30,1556.7981026352238,Actual,Carrot
2010-05-31,2074.170634920635,Actual,Carrot
2010-06-30,2302.82196969697,Actual,Carrot
2010-07-31,3084.391304347826,Actual,Carrot
2010-08-31,3938.434007563318,Actual,Carrot
2010-09-30,3315.3854724326434,Actual,Carrot
2010-10-31,2709.6405262612757,Actual,Carrot
2010-11-30,1974.4276610850777,Actual,Carrot
2010-12-31,1229.298594513566,Actual,Carrot
2011-01-31,877.7403383754347,Actual,Carrot
2011-02-28,717.83440449207,Actual,Carrot
2011-03-31,784.9761594685887,Actual,Carrot
2011-04-30,1392.638134064426,Actual,Carrot
2011-05-31,2678.516025641026,Actual,Carrot
2011-06-30,3314.0760869565215,Actual,Carrot
2011-07-31,4035.09375,Actual,Carrot
2011-08-31,4738.536375661376,Actual,Carrot
2011-09-30,4741.1671264184615,Actual,Carrot
2011-10-31,3301.296818449559,Actual,Carrot
2011-11-30,2845.668391550014,Actual,Carrot
2011-12-31,2196.022017108782,Actual,Carrot
2012-01-31,1356.3248292562218,Actual,Carrot
2012-02-29,1189.1504027398462,Actual,Carrot
2012-03-31,1705.4986189178155,Actual,Carrot
2012-04-30,2383.836883680019,Actual,Carrot
2012-05-31,2536.7846726095254,Actual,Carrot
2012-06-30,2524.269047619048,Actual,Carrot
2012-07-31,3202.7564102564106,Actual,Carrot
2012-08-31,3887.828478465978,Actual,Carrot
2012-09-30,4002.7356202045085,Actual,Carrot
2012-10-31,3220.8061110686617,Actual,Carrot
2012-11-30,2450.202276371748,Actual,Carrot
2012-12-31,1712.6709210260217,Actual,Carrot
2013-01-31,1200.26356835242,Actual,Carrot
2013-02-28,949.8809236032286,Actual,Carrot
2013-03-31,939.2881368589005,Actual,Carrot
2013-04-30,1812.300782862743,Actual,Carrot
2013-05-31,2275.835853300139,Actual,Carrot
2013-06-30,2876.3823529411766,Actual,Carrot
2013-07-31,2052.840909090909,Actual,Carrot
2013-08-31,4286.193667443667,Actual,Carrot
2013-09-30,4667.954292693494,Actual,Carrot
2013-10-31,3684.1233079162093,Actual,Carrot
2013-11-30,3028.3766624323875,Actual,Carrot
2013-12-31,1208.0858753921318,Actual,Carrot
2014-01-31,1065.3556563044792,Actual,Carrot
2014-02-28,1166.5033874589647,Actual,Carrot
2014-03-31,1630.0686361483556,Actual,Carrot
2014-04-30,2801.1962598539762,Actual,Carrot
2014-05-31,3672.3035954785955,Actual,Carrot
2014-06-30,4097.9391025641025,Actual,Carrot
2014-07-31,3980.690476190476,Actual,Carrot
2014-08-31,4569.703630800303,Actual,Carrot
2014-09-30,3955.7335974473363,Actual,Carrot
2014-10-31,3668.188717546505,Actual,Carrot
2014-11-30,3207.3982794905105,Actual,Carrot
2014-12-31,2366.5035774806893,Actual,Carrot
2015-01-31,1683.6952368602645,Actual,Carrot
2015-02-28,1458.544955031699,Actual,Carrot
2015-03-31,1626.667030666747,Actual,Carrot
2015-04-30,2443.5884508705785,Actual,Carrot
2015-05-31,2996.000543900544,Actual,Carrot
2015-06-30,3385.6391534391532,Actual,Carrot
2015-07-31,4147.791999255843,Actual,Carrot
2015-08-31,4182.600618665527,Actual,Carrot
2015-09-30,4197.336000487038,Actual,Carrot
2015-10-31,3384.6247005109453,Actual,Carrot
2015-11-30,2520.7306486261614,Actual,Carrot
2015-12-31,1384.2639243233268,Actual,Carrot
2016-01-31,1117.136627767564,Actual,Carrot
2016-02-29,1174.9584480361268,Actual,Carrot
2016-03-31,1304.2095839179342,Actual,Carrot
2016-04-30,2243.233737951388,Actual,Carrot
2016-05-31,2620.9802521989495,Actual,Carrot
2016-06-30,3392.6350394610263,Actual,Carrot
2016-07-31,4101.626275372027,Actual,Carrot
2016-08-31,4095.585493698531,Actual,Carrot
2016-09-30,3954.947755149453,Actual,Carrot
2016-10-31,3839.7125927976854,Actual,Carrot
2016-11-30,3555.630536932404,Actual,Carrot
2016-12-31,2200.0425086350615,Actual,Carrot
2017-01-31,1447.9094639054092,Actual,Carrot
2017-02-28,1248.1705683843104,Actual,Carrot
2017-03-31,1513.4199209644291,Actual,Carrot
2017-04-30,2381.6940794780976,Actual,Carrot
2017-05-31,2590.719874668982,Actual,Carrot
2017-06-30,3248.992673992674,Actual,Carrot
2017-07-31,4286.614453475306,Actual,Carrot
2017-08-31,4203.16789504214,Actual,Carrot
2017-09-30,4048.4531247877435,Actual,Carrot
2017-10-31,3797.7529617263604,Actual,Carrot
2017-11-30,3345.8955049147335,Actual,Carrot
2017-12-31,2659.747839862377,Actual,Carrot
2018-01-31,1766.6336955694128,Actual,Carrot
2018-02-28,1594.0389319155215,Actual,Carrot
2018-03-31,1636.0275693991425,Actual,Carrot
2018-04-30,2658.078107400903,Actual,Carrot
2018-05-31,3482.985530150853,Actual,Carrot
2018-06-30,3852.2548076923076,Actual,Carrot
2018-07-31,4940.654689029198,Actual,Carrot
2018-08-31,4862.638725561279,Actual,Carrot
2018-09-30,5040.991176859065,Actual,Carrot
2018-10-31,4269.3912158360645,Actual,Carrot
2018-11-30,3026.170757449061,Actual,Carrot
2018-12-31,1755.6831273849932,Actual,Carrot
2019-01-31,1284.3555571576,Actual,Carrot
2019-02-28,1243.2358121747677,Actual,Carrot
2019-03-31,1347.5330765009667,Actual,Carrot
2019-04-30,2468.9967499899035,Actual,Carrot
2019-05-31,3640.044572452637,Actual,Carrot
2019-06-30,4207.5091212121215,Actual,Carrot
2019-07-31,4791.323003964566,Actual,Carrot
2019-08-31,4440.04824694646,Actual,Carrot
2019-09-30,4535.392180447522,Actual,Carrot
2019-10-31,3793.2021520546045,Actual,Carrot
2019-11-30,3229.366664944357,Actual,Carrot
2019-12-31,2880.9563138249846,Actual,Carrot
2020-01-31,2559.737951533324,Actual,Carrot
2020-02-29,2045.8631003107905,Actual,Carrot
2020-03-31,2257.877163086329,Actual,Carrot
2020-04-30,3005.291087629975,Actual,Carrot
2020-05-31,3497.608597883598,Actual,Carrot
2020-06-30,3747.045634920635,Actual,Carrot
2020-07-31,4991.894098841208,Actual,Carrot
2020-08-31,5277.220204317849,Actual,Carrot
2020-09-30,5690.357734107083,Actual,Carrot
2020-10-31,4672.159455536997,Actual,Carrot
2020-11-30,4428.262831680208,Actual,Carrot
2020-12-31,3195.6094791565897,Actual,Carrot
2021-01-31,2191.0377114551147,Actual,Carrot
2021-02-28,1815.632875042915,Actual,Carrot
2021-03-31,2318.5702679205824,Actual,Carrot
2021-04-30,3740.96524643109,Actual,Carrot
2021-05-31,2950.8904761904764,Actual,Carrot
2021-06-30,3554.9679487179487,Actual,Carrot
2021-07-31,5151.340241034685,Actual,Carrot
2021-08-31,5402.387696344712,Actual,Carrot
2021-09-30,5477.511508631282,Actual,Carrot
2021-10-31,5001.556688617631,Actual,Carrot
2021-11-30,3884.579857295896,Actual,Carrot
2021-12-31,2682.9138062124503,Actual,Carrot
2022-01-31,2507.183068521327,Actual,Carrot
2022-02-28,2250.8460293628345,Actual,Carrot
2022-03-31,2688.481450136533,Actual,Carrot
2022-04-30,3863.523671210409,Actual,Carrot
2022-05-31,4989.402898550725,Actual,Carrot
2022-06-30,5378.806666666666,Actual,Carrot
2022-07-31,6006.706666666666,Actual,Carrot
2022-08-31,5616.742424242424,Actual,Carrot
2022-09-30,6245.180640437993,Actual,Carrot
2022-10-31,5914.765040498712,Actual,Carrot
2022-11-30,4973.60281782399,Actual,Carrot
2022-12-31,3485.643653347841,Actual,Carrot
2023-01-31,2999.331298828125,Forecast,Carrot
2023-02-28,3264.398193359375,Forecast,Carrot
2023-03-31,3731.85205078125,Forecast,Carrot
2023-04-30,4222.19873046875,Forecast,Carrot
2023-05-31,4637.099609375,Forecast,Carrot
2023-06-30,4986.05712890625,Forecast,Carrot
2007-05-31,2812.4256375410314,Actual,Gram Black
2007-06-30,2743.9933335103824,Actual,Gram Black
2007-07-31,2990.8399696892902,Actual,Gram Black
2007-08-31,3034.41625213605,Actual,Gram Black
2007-09-30,3160.9251263906094,Actual,Gram Black
2007-10-31,3133.431042417025,Actual,Gram Black
2007-11-30,3078.000997311494,Actual,Gram Black
2007-12-31,3134.6632128481046,Actual,Gram Black
2008-01-31,3233.5811998818226,Actual,Gram Black
2008-02-29,3266.082356210153,Actual,Gram Black
2008-03-31,3374.018290750232,Actual,Gram Black
2008-04-30,3719.203072755651,Actual,Gram Black
2008-05-31,4465.263234683678,Actual,Gram Black
2008-06-30,4568.135145268552,Actual,Gram Black
2008-07-31,4725.485292881856,Actual,Gram Black
2008-08-31,4791.027447172439,Actual,Gram Black
2008-09-30,4858.2399375037985,Actual,Gram Black
2008-10-31,4703.540439817184,Actual,Gram Black
2008-11-30,4508.333855105169,Actual,Gram Black
2008-12-31,4529.111620710839,Actual,Gram Black
2009-01-31,4720.461206178753,Actual,Gram Black
2009-02-28,4612.8900622944275,Actual,Gram Black
2009-03-31,4075.843135585756,Actual,Gram Black
2009-04-30,3665.7624990286413,Actual,Gram Black
2009-05-31,3510.8403834442706,Actual,Gram Black
2009-06-30,3585.2206162470893,Actual,Gram Black
2009-07-31,3638.9601681172303,Actual,Gram Black
2009-08-31,3691.701972255316,Actual,Gram Black
2009-09-30,3577.9433229313,Actual,Gram Black
2009-10-31,3603.0963126420916,Actual,Gram Black
2009-11-30,3643.261764112163,Actual,Gram Black
2009-12-31,3722.004054422302,Actual,Gram Black
2010-01-31,3954.7120931419395,Actual,Gram Black
2010-02-28,4173.3502906724325,Actual,Gram Black
2010-03-31,4252.4195427562745,Actual,Gram Black
2010-04-30,4313.967789523102,Actual,Gram Black
2010-05-31,4372.98788089755,Actual,Gram Black
2010-06-30,4531.136017196531,Actual,Gram Black
2010-07-31,4816.779222519817,Actual,Gram Black
2010-08-31,5157.4159154874405,Actual,Gram Black
2010-09-30,5400.112986237253,Actual,Gram Black
2010-10-31,5516.606235283851,Actual,Gram Black
2010-11-30,5611.998068739635,Actual,Gram Black
2010-12-31,5796.571183930886,Actual,Gram Black
2011-01-31,5930.275675565059,Actual,Gram Black
2011-02-28,5925.69039154706,Actual,Gram Black
2011-03-31,5780.684959634815,Actual,Gram Black
2011-04-30,5547.315351474556,Actual,Gram Black
2011-05-31,5262.698034833421,Actual,Gram Black
2011-06-30,5359.202303353157,Actual,Gram Black
2011-07-31,5644.242186416116,Actual,Gram Black
2011-08-31,5756.004140091975,Actual,Gram Black
2011-09-30,5798.4047208292895,Actual,Gram Black
2011-10-31,5760.293791318451,Actual,Gram Black
2011-11-30,5706.150399517713,Actual,Gram Black
2011-12-31,5732.866004729517,Actual,Gram Black
2012-01-31,5664.7798132072385,Actual,Gram Black
2012-02-29,6117.019067418156,Actual,Gram Black
2012-03-31,7714.642412740834,Actual,Gram Black
2012-04-30,7901.281146152366,Actual,Gram Black
2012-05-31,8611.835067803795,Actual,Gram Black
2012-06-30,8501.983290078757,Actual,Gram Black
2012-07-31,8495.421525887166,Actual,Gram Black
2012-08-31,8436.205124139895,Actual,Gram Black
2012-09-30,8288.623929516767,Actual,Gram Black
2012-10-31,8129.453464464766,Actual,Gram Black
2012-11-30,8206.382821089019,Actual,Gram Black
2012-12-31,8022.105514508777,Actual,Gram Black
2013-01-31,8161.762549147742,Actual,Gram Black
2013-02-28,8073.2507835696815,Actual,Gram Black
2013-03-31,7214.787189959845,Actual,Gram Black
2013-04-30,6600.403571219569,Actual,Gram Black
2013-05-31,6082.339828885904,Actual,Gram Black
2013-06-30,5799.718894323939,Actual,Gram Black
2013-07-31,5345.084492993135,Actual,Gram Black
2013-08-31,5242.951868323883,Actual,Gram Black
2013-09-30,5016.852114689331,Actual,Gram Black
2013-10-31,4749.469359358538,Actual,Gram Black
2013-11-30,4538.917852756182,Actual,Gram Black
2013-12-31,4911.729159308625,Actual,Gram Black
2014-01-31,5124.752515435406,Actual,Gram Black
2014-02-28,5471.437501755426,Actual,Gram Black
2014-03-31,5449.552133382175,Actual,Gram Black
2014-04-30,5330.940878371382,Actual,Gram Black
2014-05-31,5300.101089085337,Actual,Gram Black
2014-06-30,5294.0696493275655,Actual,Gram Black
2014-07-31,5488.768761834571,Actual,Gram Black
2014-08-31,5404.98173665502,Actual,Gram Black
2014-09-30,5430.3648169903145,Actual,Gram Black
2014-10-31,5613.311236234244,Actual,Gram Black
2014-11-30,5632.253407383251,Actual,Gram Black
2014-12-31,5731.912237209519,Actual,Gram Black
2015-01-31,5875.445654133126,Actual,Gram Black
2015-02-28,5812.306092087434,Actual,Gram Black
2015-03-31,5683.249398906131,Actual,Gram Black
2015-04-30,5668.066620792787,Actual,Gram Black
2015-05-31,6371.774855997775,Actual,Gram Black
2015-06-30,7288.096886854806,Actual,Gram Black
2015-07-31,7818.444182109671,Actual,Gram Black
2015-08-31,8420.683512763168,Actual,Gram Black
2015-09-30,8781.929978260901,Actual,Gram Black
2015-10-31,9114.849152274415,Actual,Gram Black
2015-11-30,9282.997610281998,Actual,Gram Black
2015-12-31,9448.692324853084,Actual,Gram Black
2016-01-31,9421.618633456104,Actual,Gram Black
2016-02-29,9266.45507830804,Actual,Gram Black
2016-03-31,9229.602679280555,Actual,Gram Black
2016-04-30,9734.923034536654,Actual,Gram Black
2016-05-31,10680.260704643468,Actual,Gram Black
2016-06-30,11171.831258087082,Actual,Gram Black
2016-07-31,11757.110570227947,Actual,Gram Black
2016-08-31,12454.502649183485,Actual,Gram Black
2016-09-30,12449.531116726726,Actual,Gram Black
2016-10-31,12769.285710094646,Actual,Gram Black
2016-11-30,13354.593436519872,Actual,Gram Black
2016-12-31,13375.11338207991,Actual,Gram Black
2017-01-31,12834.186443612738,Actual,Gram Black
2017-02-28,11183.676679944645,Actual,Gram Black
2017-03-31,9524.542835112597,Actual,Gram Black
2017-04-30,9488.035147449153,Actual,Gram Black
2017-05-31,9854.309721736225,Actual,Gram Black
2017-06-30,9750.44679637214,Actual,Gram Black
2017-07-31,9487.975459371057,Actual,Gram Black
2017-08-31,9170.88698369844,Actual,Gram Black
2017-09-30,9093.173975990532,Actual,Gram Black
2017-10-31,9292.411274728047,Actual,Gram Black
2017-11-30,9235.330520256151,Actual,Gram Black
2017-12-31,9012.32651601188,Actual,Gram Black
2018-01-31,8958.111203366165,Actual,Gram Black
2018-02-28,8852.917987175413,Actual,Gram Black
2018-03-31,8554.097418689522,Actual,Gram Black
2018-04-30,8561.760552041678,Actual,Gram Black
2018-05-31,8537.540227322002,Actual,Gram Black
2018-06-30,8546.787888972769,Actual,Gram Black
2018-07-31,8585.943071464952,Actual,Gram Black
2018-08-31,8742.430868764652,Actual,Gram Black
2018-09-30,8919.591270981164,Actual,Gram Black
2018-10-31,9106.077500352614,Actual,Gram Black
2018-11-30,9272.933469744841,Actual,Gram Black
2018-12-31,9498.482606577567,Actual,Gram Black
2019-01-31,9692.27579800901,Actual,Gram Black
2019-02-28,9677.778759528373,Actual,Gram Black
2019-03-31,9731.094675584296,Actual,Gram Black
2019-04-30,9673.19433048874,Actual,Gram Black
2019-05-31,9659.671591538334,Actual,Gram Black
2019-06-30,9662.380193967863,Actual,Gram Black
2019-07-31,9785.735256657928,Actual,Gram Black
2019-08-31,10001.20819397315,Actual,Gram Black
2019-09-30,10107.684041008686,Actual,Gram Black
2019-10-31,10210.421773405016,Actual,Gram Black
2019-11-30,10301.489796124362,Actual,Gram Black
2019-12-31,10405.949380763372,Actual,Gram Black
2020-01-31,11154.133927722058,Actual,Gram Black
2020-02-29,11590.540277588889,Actual,Gram Black
2020-03-31,11424.286407769923,Actual,Gram Black
2020-04-30,11936.538673748068,Actual,Gram Black
2020-05-31,11049.578733487851,Actual,Gram Black
2020-06-30,10483.341850147028,Actual,Gram Black
2020-07-31,10433.56400453787,Actual,Gram Black
2020-08-31,10631.20406478706,Actual,Gram Black
2020-09-30,10908.114759388329,Actual,Gram Black
2020-10-31,11257.403880036869,Actual,Gram Black
2020-11-30,11220.04677073845,Actual,Gram Black
2020-12-31,11099.376193548678,Actual,Gram Black
2021-01-31,10946.055637626825,Actual,Gram Black
2021-02-28,11714.717283805774,Actual,Gram Black
2021-03-31,12260.221338313722,Actual,Gram Black
2021-04-30,11941.8367499033,Actual,Gram Black
2021-05-31,11848.759407580203,Actual,Gram Black
2021-06-30,11757.64906041567,Actual,Gram Black
2021-07-31,11544.662381226208,Actual,Gram Black
2021-08-31,11654.374794718524,Actual,Gram Black
2021-09-30,12134.70858288412,Actual,Gram Black
2021-10-31,12271.72515844551,Actual,Gram Black
2021-11-30,12159.446998478988,Actual,Gram Black
2021-12-31,12654.439527541748,Actual,Gram Black
2022-01-31,13396.912609056304,Actual,Gram Black
2022-02-28,13596.83915449666,Actual,Gram Black
2022-03-31,13510.365629056989,Actual,Gram Black
2022-04-30,13452.762367508714,Actual,Gram Black
2022-05-31,14156.214839782264,Actual,Gram Black
2022-06-30,15279.16376878345,Actual,Gram Black
2022-07-31,15528.650786964417,Actual,Gram Black
2022-08-31,16020.676072898295,Actual,Gram Black
2022-09-30,16571.813725490196,Actual,Gram Black
2022-10-31,16094.776785714286,Actual,Gram Black
2022-11-30,15221.12291005291,Actual,Gram Black
2022-12-31,16049.680375180375,Actual,Gram Black
2023-01-31,16410.689453125,Forecast,Gram Black
2023-02-28,16657.591796875,Forecast,Gram Black
2023-03-31,16986.412109375,Forecast,Gram Black
2023-04-30,17324.275390625,Forecast,Gram Black
2023-05-31,17674.515625,Forecast,Gram Black
2023-06-30,18047.025390625,Forecast,Gram Black
2007-05-31,1408.4583333333333,Actual,Cauliflower
2007-06-30,2017.6604501267964,Actual,Cauliflower
2007-07-31,2047.7309365596698,Actual,Cauliflower
2007-08-31,2294.225354257657,Actual,Cauliflower
2007-09-30,2709.428228292498,Actual,Cauliflower
2007-10-31,2007.5977435542197,Actual,Cauliflower
2007-11-30,822.2240711609227,Actual,Cauliflower
2007-12-31,844.2692061828477,Actual,Cauliflower
2008-01-31,1017.5387384306645,Actual,Cauliflower
2008-02-29,1464.0116290504725,Actual,Cauliflower
2008-03-31,1295.9833039566897,Actual,Cauliflower
2008-04-30,1454.184061943418,Actual,Cauliflower
2008-05-31,1511.4585969117434,Actual,Cauliflower
2008-06-30,1965.081594814714,Actual,Cauliflower
2008-07-31,2424.133598454712,Actual,Cauliflower
2008-08-31,2516.2155522412068,Actual,Cauliflower
2008-09-30,2931.1378108515773,Actual,Cauliflower
