Date,Price,Type,Crop
2008-10-31,2922.330916923134,Actual,Cauliflower
2008-11-30,2689.3163522218733,Actual,Cauliflower
2008-12-31,931.767133842939,Actual,Cauliflower
2009-01-31,820.0062427583555,Actual,Cauliflower
2009-02-28,886.428188090102,Actual,Cauliflower
2009-03-31,918.4899811721692,Actual,Cauliflower
2009-04-30,1532.9257131051174,Actual,Cauliflower
2009-05-31,2380.8267792960664,Actual,Cauliflower
2009-06-30,3128.3866648308954,Actual,Cauliflower
2009-07-31,3239.9594613323725,Actual,Cauliflower
2009-08-31,3827.83962765165,Actual,Cauliflower
2009-09-30,3046.743482648483,Actual,Cauliflower
2009-10-31,2251.413968341504,Actual,Cauliflower
2009-11-30,1612.5177273290647,Actual,Cauliflower
2009-12-31,1137.2764961600465,Actual,Cauliflower
2010-01-31,1428.415326094781,Actual,Cauliflower
2010-02-28,1299.8490089677166,Actual,Cauliflower
2010-03-31,1136.0320756066596,Actual,Cauliflower
2010-04-30,1419.4055510859282,Actual,Cauliflower
2010-05-31,2104.9813269210154,Actual,Cauliflower
2010-06-30,3029.3373348650757,Actual,Cauliflower
2010-07-31,3551.243292846527,Actual,Cauliflower
2010-08-31,4274.68903971075,Actual,Cauliflower
2010-09-30,4421.613705281961,Actual,Cauliflower
2010-10-31,3217.1342041597645,Actual,Cauliflower
2010-11-30,2296.7951704079965,Actual,Cauliflower
2010-12-31,1625.5064981999635,Actual,Cauliflower
2011-01-31,1591.5468119368143,Actual,Cauliflower
2011-02-28,807.1827585340912,Actual,Cauliflower
2011-03-31,1463.724171900159,Actual,Cauliflower
2011-04-30,1754.371176666471,Actual,Cauliflower
2011-05-31,2273.948652008463,Actual,Cauliflower
2011-06-30,3371.538711288711,Actual,Cauliflower
2011-07-31,4473.276896452606,Actual,Cauliflower
2011-08-31,4653.846292346161,Actual,Cauliflower
2011-09-30,5119.980801785971,Actual,Cauliflower
2011-10-31,3819.8893735059437,Actual,Cauliflower
2011-11-30,1607.734596727039,Actual,Cauliflower
2011-12-31,3057.5447917999095,Actual,Cauliflower
2012-01-31,2846.4547529592264,Actual,Cauliflower
2012-02-29,1674.4246831820292,Actual,Cauliflower
2012-03-31,2067.6727124912,Actual,Cauliflower
2012-04-30,2384.991416773937,Actual,Cauliflower
2012-05-31,2643.127434419005,Actual,Cauliflower
2012-06-30,3723.4761231998627,Actual,Cauliflower
2012-07-31,4470.514371245926,Actual,Cauliflower
2012-08-31,4592.865650890106,Actual,Cauliflower
2012-09-30,5175.235333323026,Actual,Cauliflower
2012-10-31,3160.7732684221014,Actual,Cauliflower
2012-11-30,2147.752615318576,Actual,Cauliflower
2012-12-31,2507.224525625757,Actual,Cauliflower
2013-01-31,1893.3856511080426,Actual,Cauliflower
2013-02-28,1084.1302785947341,Actual,Cauliflower
2013-03-31,1452.6976760052355,Actual,Cauliflower
2013-04-30,1917.9666019673068,Actual,Cauliflower
2013-05-31,3091.795306868213,Actual,Cauliflower
2013-06-30,4498.618337912088,Actual,Cauliflower
2013-07-31,5158.842437845739,Actual,Cauliflower
2013-08-31,5398.239958204282,Actual,Cauliflower
2013-09-30,4774.355117260644,Actual,Cauliflower
2013-10-31,4522.512212917628,Actual,Cauliflower
2013-11-30,3839.001070293714,Actual,Cauliflower
2013-12-31,884.9411161125921,Actual,Cauliflower
2014-01-31,1004.9948854881221,Actual,Cauliflower
2014-02-28,1508.647322223185,Actual,Cauliflower
2014-03-31,1626.7206827628656,Actual,Cauliflower
2014-04-30,2173.217932080085,Actual,Cauliflower
2014-05-31,3152.7923224314673,Actual,Cauliflower
2014-06-30,4146.707999222999,Actual,Cauliflower
2014-07-31,5517.791564645869,Actual,Cauliflower
2014-08-31,4962.427467137606,Actual,Cauliflower
2014-09-30,4247.433957275051,Actual,Cauliflower
2014-10-31,3391.169333129521,Actual,Cauliflower
2014-11-30,2594.354325221491,Actual,Cauliflower
2014-12-31,2637.8474606526383,Actual,Cauliflower
2015-01-31,1908.6591764017141,Actual,Cauliflower
2015-02-28,1620.386437492977,Actual,Cauliflower
2015-03-31,2207.7450110164787,Actual,Cauliflower
2015-04-30,1564.738336948336,Actual,Cauliflower
2015-05-31,3014.1782075057586,Actual,Cauliflower
2015-06-30,4683.509318308397,Actual,Cauliflower
2015-07-31,4768.943851233807,Actual,Cauliflower
2015-08-31,5084.1209334823425,Actual,Cauliflower
2015-09-30,5185.868220164084,Actual,Cauliflower
2015-10-31,3390.9614987788864,Actual,Cauliflower
2015-11-30,2166.1846793194236,Actual,Cauliflower
2015-12-31,1223.8486013975444,Actual,Cauliflower
2016-01-31,1030.932660417871,Actual,Cauliflower
2016-02-29,1577.5595292679936,Actual,Cauliflower
2016-03-31,1732.6700687164741,Actual,Cauliflower
2016-04-30,2561.9793620624387,Actual,Cauliflower
2016-05-31,3940.4533242529155,Actual,Cauliflower
2016-06-30,5016.427070958946,Actual,Cauliflower
2016-07-31,5905.201900593674,Actual,Cauliflower
2016-08-31,4989.242459111537,Actual,Cauliflower
2016-09-30,3991.443584950317,Actual,Cauliflower
2016-10-31,4821.457963681226,Actual,Cauliflower
2016-11-30,2159.294965354608,Actual,Cauliflower
2016-12-31,1204.6929910267445,Actual,Cauliflower
2017-01-31,1737.0404727112311,Actual,Cauliflower
2017-02-28,1790.2078657111258,Actual,Cauliflower
2017-03-31,2152.62292532104,Actual,Cauliflower
2017-04-30,2278.212781451333,Actual,Cauliflower
2017-05-31,3116.8463253266714,Actual,Cauliflower
2017-06-30,4727.5236910869935,Actual,Cauliflower
2017-07-31,4393.374082922056,Actual,Cauliflower
2017-08-31,5113.598481294509,Actual,Cauliflower
2017-09-30,5872.880551688708,Actual,Cauliflower
2017-10-31,3297.3688937351935,Actual,Cauliflower
2017-11-30,3143.8837173905663,Actual,Cauliflower
2017-12-31,4100.499482570153,Actual,Cauliflower
2018-01-31,2538.2295135922845,Actual,Cauliflower
2018-02-28,2177.0867669180216,Actual,Cauliflower
2018-03-31,1469.9833601632693,Actual,Cauliflower
2018-04-30,2246.4986056358675,Actual,Cauliflower
2018-05-31,3964.011223545767,Actual,Cauliflower
2018-06-30,4713.629159456418,Actual,Cauliflower
2018-07-31,5953.9227528646,Actual,Cauliflower
2018-08-31,5538.543845093108,Actual,Cauliflower
2018-09-30,6522.288987756083,Actual,Cauliflower
2018-10-31,4809.058201625971,Actual,Cauliflower
2018-11-30,1738.552756376217,Actual,Cauliflower
2018-12-31,1817.9845394669164,Actual,Cauliflower
2019-01-31,1913.013050286737,Actual,Cauliflower
2019-02-28,1770.221172905596,Actual,Cauliflower
2019-03-31,3082.7555824905744,Actual,Cauliflower
2019-04-30,4209.673849304161,Actual,Cauliflower
2019-05-31,5500.4067715499705,Actual,Cauliflower
2019-06-30,4674.743617880261,Actual,Cauliflower
2019-07-31,5158.953823634804,Actual,Cauliflower
2019-08-31,6041.826916550873,Actual,Cauliflower
2019-09-30,5493.83534486228,Actual,Cauliflower
2019-10-31,6143.955070029294,Actual,Cauliflower
2019-11-30,3801.2166129971115,Actual,Cauliflower
2019-12-31,4786.52935211169,Actual,Cauliflower
2020-01-31,4165.5448942408175,Actual,Cauliflower
2020-02-29,1922.712310838535,Actual,Cauliflower
2020-03-31,2137.0877094708817,Actual,Cauliflower
2020-04-30,2287.52731806298,Actual,Cauliflower
2020-05-31,3728.8251656433667,Actual,Cauliflower
2020-06-30,6140.725175791396,Actual,Cauliflower
2020-07-31,6704.020828903534,Actual,Cauliflower
2020-08-31,6274.009205426301,Actual,Cauliflower
2020-09-30,7256.913936369569,Actual,Cauliflower
2020-10-31,5350.050960567042,Actual,Cauliflower
2020-11-30,4626.0034854004325,Actual,Cauliflower
2020-12-31,2461.879088848753,Actual,Cauliflower
2021-01-31,1746.8117728129428,Actual,Cauliflower
2021-02-28,1615.6287860916007,Actual,Cauliflower
2021-03-31,2612.1478440938236,Actual,Cauliflower
2021-04-30,3936.9489928809253,Actual,Cauliflower
2021-05-31,5410.458702970072,Actual,Cauliflower
2021-06-30,6469.8711546029435,Actual,Cauliflower
2021-07-31,6162.1550509696435,Actual,Cauliflower
2021-08-31,7513.725982423745,Actual,Cauliflower
2021-09-30,6715.076030701831,Actual,Cauliflower
2021-10-31,5939.675892567238,Actual,Cauliflower
2021-11-30,3861.243381882664,Actual,Cauliflower
2021-12-31,2309.800027404071,Actual,Cauliflower
2022-01-31,3020.971928161622,Actual,Cauliflower
2022-02-28,4098.201626464466,Actual,Cauliflower
2022-03-31,4181.312558245369,Actual,Cauliflower
2022-04-30,4328.738384433537,Actual,Cauliflower
2022-05-31,6220.816581174166,Actual,Cauliflower
2022-06-30,7271.222553748695,Actual,Cauliflower
2022-07-31,6953.752830534219,Actual,Cauliflower
2022-08-31,7927.994551664366,Actual,Cauliflower
2022-09-30,8288.615051790614,Actual,Cauliflower
2022-10-31,7964.218545165388,Actual,Cauliflower
2022-11-30,3540.2972243829868,Actual,Cauliflower
2022-12-31,2740.237038226184,Actual,Cauliflower
2023-01-31,3357.662841796875,Forecast,Cauliflower
2023-02-28,3893.47021484375,Forecast,Cauliflower
2023-03-31,4772.0078125,Forecast,Cauliflower
2023-04-30,6271.87939453125,Forecast,Cauliflower
2023-05-31,8449.7890625,Forecast,Cauliflower
2023-06-30,10962.8955078125,Forecast,Cauliflower
2007-05-31,30.817906104381038,Actual,Banana(DOZENS)
2007-06-30,30.474349317848944,Actual,Banana(DOZENS)
2007-07-31,27.4965549216865,Actual,Banana(DOZENS)
2007-08-31,25.86438846426607,Actual,Banana(DOZENS)
2007-09-30,24.216264237106973,Actual,Banana(DOZENS)
2007-10-31,24.170794563359657,Actual,Banana(DOZENS)
2007-11-30,21.516920407539608,Actual,Banana(DOZENS)
2007-12-31,21.96657410671677,Actual,Banana(DOZENS)
2008-01-31,24.02106186094376,Actual,Banana(DOZENS)
2008-02-29,24.546209399583407,Actual,Banana(DOZENS)
2008-03-31,26.849250900493544,Actual,Banana(DOZENS)
2008-04-30,32.28437272852702,Actual,Banana(DOZENS)
2008-05-31,41.30217577578096,Actual,Banana(DOZENS)
2008-06-30,41.842230028851965,Actual,Banana(DOZENS)
2008-07-31,34.94308688380408,Actual,Banana(DOZENS)
2008-08-31,32.367503707830664,Actual,Banana(DOZENS)
2008-09-30,41.89838394394009,Actual,Banana(DOZENS)
2008-10-31,25.052209814548736,Actual,Banana(DOZENS)
2008-11-30,24.420232382375097,Actual,Banana(DOZENS)
2008-12-31,25.62580492553699,Actual,Banana(DOZENS)
2009-01-31,26.887374905505585,Actual,Banana(DOZENS)
2009-02-28,28.854566984410102,Actual,Banana(DOZENS)
2009-03-31,31.02487257940792,Actual,Banana(DOZENS)
2009-04-30,33.5172582655457,Actual,Banana(DOZENS)
2009-05-31,37.218795960774315,Actual,Banana(DOZENS)
2009-06-30,37.26555675712471,Actual,Banana(DOZENS)
2009-07-31,34.25841382601831,Actual,Banana(DOZENS)
2009-08-31,35.67565616860044,Actual,Banana(DOZENS)
2009-09-30,34.989132307147344,Actual,Banana(DOZENS)
2009-10-31,26.361553563153866,Actual,Banana(DOZENS)
2009-11-30,28.020494583452646,Actual,Banana(DOZENS)
2009-12-31,29.605263080798714,Actual,Banana(DOZENS)
2010-01-31,28.931643969223106,Actual,Banana(DOZENS)
2010-02-28,30.159199553077073,Actual,Banana(DOZENS)
2010-03-31,31.534333668819155,Actual,Banana(DOZENS)
2010-04-30,32.62169297632609,Actual,Banana(DOZENS)
2010-05-31,37.35360352878911,Actual,Banana(DOZENS)
2010-06-30,38.365833021158274,Actual,Banana(DOZENS)
2010-07-31,35.82974183821515,Actual,Banana(DOZENS)
2010-08-31,43.25193163016073,Actual,Banana(DOZENS)
2010-09-30,37.06901549270035,Actual,Banana(DOZENS)
2010-10-31,29.35492713848997,Actual,Banana(DOZENS)
2010-11-30,34.782898417977904,Actual,Banana(DOZENS)
2010-12-31,38.5932797345109,Actual,Banana(DOZENS)
2011-01-31,38.10608762556365,Actual,Banana(DOZENS)
2011-02-28,40.39656374507464,Actual,Banana(DOZENS)
2011-03-31,45.345821929463426,Actual,Banana(DOZENS)
2011-04-30,48.27959907478209,Actual,Banana(DOZENS)
2011-05-31,52.44415448023993,Actual,Banana(DOZENS)
2011-06-30,51.829413938000506,Actual,Banana(DOZENS)
2011-07-31,50.257984641584244,Actual,Banana(DOZENS)
2011-08-31,57.484684358933485,Actual,Banana(DOZENS)
2011-09-30,43.258407560762286,Actual,Banana(DOZENS)
2011-10-31,37.77856256575188,Actual,Banana(DOZENS)
2011-11-30,40.536826894799916,Actual,Banana(DOZENS)
2011-12-31,43.678193808818115,Actual,Banana(DOZENS)
2012-01-31,45.64255265016029,Actual,Banana(DOZENS)
2012-02-29,50.55944438330972,Actual,Banana(DOZENS)
2012-03-31,55.65269235030172,Actual,Banana(DOZENS)
2012-04-30,63.76609758565494,Actual,Banana(DOZENS)
2012-05-31,78.81976942102933,Actual,Banana(DOZENS)
2012-06-30,83.45425161878254,Actual,Banana(DOZENS)
2012-07-31,77.55992057191429,Actual,Banana(DOZENS)
2012-08-31,75.69927428306822,Actual,Banana(DOZENS)
2012-09-30,56.78562786548348,Actual,Banana(DOZENS)
2012-10-31,44.41272681147217,Actual,Banana(DOZENS)
2012-11-30,44.19055099423386,Actual,Banana(DOZENS)
2012-12-31,44.55269860062992,Actual,Banana(DOZENS)
2013-01-31,43.7684869163157,Actual,Banana(DOZENS)
2013-02-28,43.96972094216977,Actual,Banana(DOZENS)
2013-03-31,46.72669156239363,Actual,Banana(DOZENS)
2013-04-30,49.069446268654225,Actual,Banana(DOZENS)
2013-05-31,59.132907365182746,Actual,Banana(DOZENS)
2013-06-30,60.93390744670872,Actual,Banana(DOZENS)
2013-07-31,69.4751534732675,Actual,Banana(DOZENS)
2013-08-31,63.772855036225,Actual,Banana(DOZENS)
2013-09-30,47.84733886289671,Actual,Banana(DOZENS)
2013-10-31,40.93200136205982,Actual,Banana(DOZENS)
2013-11-30,40.062115501910675,Actual,Banana(DOZENS)
2013-12-31,41.15144115432147,Actual,Banana(DOZENS)
2014-01-31,40.62759008022838,Actual,Banana(DOZENS)
2014-02-28,44.52228728172044,Actual,Banana(DOZENS)
2014-03-31,50.795457445345235,Actual,Banana(DOZENS)
2014-04-30,54.18871357880675,Actual,Banana(DOZENS)
2014-05-31,70.97007132085145,Actual,Banana(DOZENS)
2014-06-30,79.59967089518929,Actual,Banana(DOZENS)
2014-07-31,80.42525224673874,Actual,Banana(DOZENS)
2014-08-31,62.23975264333862,Actual,Banana(DOZENS)
2014-09-30,58.40980073106518,Actual,Banana(DOZENS)
2014-10-31,48.35217131284517,Actual,Banana(DOZENS)
2014-11-30,46.40492981371097,Actual,Banana(DOZENS)
2014-12-31,45.86736668249536,Actual,Banana(DOZENS)
2015-01-31,46.325352980468686,Actual,Banana(DOZENS)
2015-02-28,47.8502313450047,Actual,Banana(DOZENS)
2015-03-31,48.830325165609935,Actual,Banana(DOZENS)
2015-04-30,50.04504778182197,Actual,Banana(DOZENS)
2015-05-31,57.62655127229976,Actual,Banana(DOZENS)
2015-06-30,72.28229065404122,Actual,Banana(DOZENS)
2015-07-31,73.13723368243458,Actual,Banana(DOZENS)
2015-08-31,58.574316484190405,Actual,Banana(DOZENS)
2015-09-30,51.274730306730184,Actual,Banana(DOZENS)
2015-10-31,42.984605254479746,Actual,Banana(DOZENS)
2015-11-30,43.113855188368994,Actual,Banana(DOZENS)
2015-12-31,46.80211982101757,Actual,Banana(DOZENS)
2016-01-31,47.84990491819304,Actual,Banana(DOZENS)
2016-02-29,52.434902068983995,Actual,Banana(DOZENS)
2016-03-31,56.43237531257418,Actual,Banana(DOZENS)
2016-04-30,62.220156630471394,Actual,Banana(DOZENS)
2016-05-31,68.99061161326195,Actual,Banana(DOZENS)
2016-06-30,84.64429162821611,Actual,Banana(DOZENS)
2016-07-31,73.51152077449082,Actual,Banana(DOZENS)
2016-08-31,54.4077786949023,Actual,Banana(DOZENS)
2016-09-30,49.041640350656266,Actual,Banana(DOZENS)
2016-10-31,43.33968205252495,Actual,Banana(DOZENS)
2016-11-30,46.04719748595652,Actual,Banana(DOZENS)
2016-12-31,48.79023510908064,Actual,Banana(DOZENS)
2017-01-31,53.13368493949959,Actual,Banana(DOZENS)
2017-02-28,57.85832900075382,Actual,Banana(DOZENS)
2017-03-31,65.33668856272348,Actual,Banana(DOZENS)
2017-04-30,67.99146888482323,Actual,Banana(DOZENS)
2017-05-31,75.44509803319698,Actual,Banana(DOZENS)
2017-06-30,93.81882627460352,Actual,Banana(DOZENS)
2017-07-31,69.29042530304365,Actual,Banana(DOZENS)
2017-08-31,56.13352800961811,Actual,Banana(DOZENS)
2017-09-30,46.60923820284745,Actual,Banana(DOZENS)
2017-10-31,43.00569913203465,Actual,Banana(DOZENS)
2017-11-30,45.11874036990565,Actual,Banana(DOZENS)
2017-12-31,49.373689534890076,Actual,Banana(DOZENS)
2018-01-31,54.9200140028168,Actual,Banana(DOZENS)
2018-02-28,60.591190285790915,Actual,Banana(DOZENS)
2018-03-31,64.66887111385968,Actual,Banana(DOZENS)
2018-04-30,69.72206580207327,Actual,Banana(DOZENS)
2018-05-31,90.45944691904961,Actual,Banana(DOZENS)
2018-06-30,94.16853003566577,Actual,Banana(DOZENS)
2018-07-31,68.03296176664185,Actual,Banana(DOZENS)
2018-08-31,56.462374464544915,Actual,Banana(DOZENS)
2018-09-30,48.817209031143975,Actual,Banana(DOZENS)
2018-10-31,43.47515568672009,Actual,Banana(DOZENS)
2018-11-30,46.959989703658316,Actual,Banana(DOZENS)
2018-12-31,50.33431917380228,Actual,Banana(DOZENS)
2019-01-31,54.82022692613259,Actual,Banana(DOZENS)
2019-02-28,60.30305503973413,Actual,Banana(DOZENS)
2019-03-31,68.09205827261104,Actual,Banana(DOZENS)
2019-04-30,80.88676905048611,Actual,Banana(DOZENS)
2019-05-31,97.55402569766109,Actual,Banana(DOZENS)
2019-06-30,87.03440811479781,Actual,Banana(DOZENS)
2019-07-31,59.987937910620055,Actual,Banana(DOZENS)
2019-08-31,55.6288261046437,Actual,Banana(DOZENS)
2019-09-30,48.43750263346014,Actual,Banana(DOZENS)
2019-10-31,42.625290264146045,Actual,Banana(DOZENS)
2019-11-30,45.28504145582086,Actual,Banana(DOZENS)
2019-12-31,54.709716754688586,Actual,Banana(DOZENS)
2020-01-31,60.02087713074967,Actual,Banana(DOZENS)
2020-02-29,66.81670505849279,Actual,Banana(DOZENS)
2020-03-31,73.53702490543733,Actual,Banana(DOZENS)
2020-04-30,81.33440905957521,Actual,Banana(DOZENS)
2020-05-31,96.3147059223558,Actual,Banana(DOZENS)
2020-06-30,86.03188265483566,Actual,Banana(DOZENS)
2020-07-31,75.25402860490023,Actual,Banana(DOZENS)
2020-08-31,64.42301398900332,Actual,Banana(DOZENS)
2020-09-30,55.595694101387046,Actual,Banana(DOZENS)
2020-10-31,47.57315241692218,Actual,Banana(DOZENS)
2020-11-30,53.06494206268648,Actual,Banana(DOZENS)
2020-12-31,58.10262943253624,Actual,Banana(DOZENS)
2021-01-31,61.66509994078901,Actual,Banana(DOZENS)
2021-02-28,68.05794875395951,Actual,Banana(DOZENS)
2021-03-31,79.38142430338489,Actual,Banana(DOZENS)
2021-04-30,96.07932565040892,Actual,Banana(DOZENS)
2021-05-31,102.48191967767991,Actual,Banana(DOZENS)
2021-06-30,93.29397257667341,Actual,Banana(DOZENS)
2021-07-31,78.9239178079742,Actual,Banana(DOZENS)
2021-08-31,69.45487839483545,Actual,Banana(DOZENS)
2021-09-30,59.08867330439488,Actual,Banana(DOZENS)
2021-10-31,48.51526909049791,Actual,Banana(DOZENS)
2021-11-30,56.885315291657434,Actual,Banana(DOZENS)
2021-12-31,67.78484072155466,Actual,Banana(DOZENS)
2022-01-31,74.21932915137823,Actual,Banana(DOZENS)
2022-02-28,81.59033578227427,Actual,Banana(DOZENS)
2022-03-31,93.68691906121447,Actual,Banana(DOZENS)
2022-04-30,102.94689740082194,Actual,Banana(DOZENS)
2022-05-31,98.45528253715595,Actual,Banana(DOZENS)
2022-06-30,96.48315254520115,Actual,Banana(DOZENS)
2022-07-31,95.50033496033384,Actual,Banana(DOZENS)
2022-08-31,90.22598195543236,Actual,Banana(DOZENS)
2022-09-30,79.30029894261163,Actual,Banana(DOZENS)
2022-10-31,80.34682545399941,Actual,Banana(DOZENS)
2022-11-30,90.26384352548463,Actual,Banana(DOZENS)
2022-12-31,96.20499106124277,Actual,Banana(DOZENS)
2023-01-31,98.0286636352539,Forecast,Banana(DOZENS)
2023-02-28,105.8746109008789,Forecast,Banana(DOZENS)
2023-03-31,114.6329345703125,Forecast,Banana(DOZENS)
2023-04-30,121.24665069580078,Forecast,Banana(DOZENS)
2023-05-31,123.83004760742188,Forecast,Banana(DOZENS)
2023-06-30,122.04527282714844,Forecast,Banana(DOZENS)
